age,mileage,engine_size,horsepower,fuel_type,transmission_type,number_of_doors,brand_reputation_score,accident_history,fuel_efficiency,price
2,89567,2,265,0,1,2,3,2,27,34410
14,136145,2,250,0,1,3,4,4,30,11393
12,389830,2,208,2,0,5,6,0,31,11237
21,494052,4,496,0,0,4,5,5,18,1000
2,59831,4,456,2,0,2,5,1,20,54050
3,40791,1,188,0,1,3,8,1,34,42049
14,414021,5,500,0,1,2,5,1,16,20126
19,496159,3,430,0,0,2,3,2,24,1000
21,631057,5,500,1,1,2,4,4,13,1000
19,402096,2,242,0,1,4,5,3,31,1000
18,619583,3,331,2,1,5,4,5,26,1000
28,795093,3,349,2,1,4,2,3,21,1000
26,567128,3,395,2,0,4,7,3,23,1000
11,270716,2,206,2,1,4,5,1,35,15994
7,164743,4,422,1,1,5,2,5,22,27338
29,1282693,2,336,0,0,4,4,1,26,1000
13,490421,5,500,1,0,4,7,3,16,18715
17,464558,2,247,2,0,4,5,4,28,1000
31,935873,1,164,0,0,2,6,3,33,1000
21,624636,2,187,1,1,5,4,2,31,1000
23,438627,3,357,2,0,3,2,5,23,1000
15,423813,1,196,0,1,5,5,4,31,1000
18,578045,5,500,2,0,2,6,2,16,7249
15,393742,4,442,0,0,3,2,2,20,6619
32,633458,2,198,0,1,4,7,5,33,1000
8,122741,2,263,0,1,2,4,1,27,25856
3,80153,2,236,0,0,4,4,3,28,31198
17,376228,2,227,2,0,4,5,4,31,1000
7,133644,3,343,1,1,2,6,2,21,34934
25,558130,4,436,2,0,5,4,4,21,1000
6,97199,5,480,1,1,5,1,4,17,34791
27,604722,5,500,0,0,5,6,4,17,1000
7,206634,5,500,2,1,4,9,4,17,45367
22,511894,5,500,2,0,4,7,0,12,8938
19,579922,2,209,2,1,5,5,3,30,1000
16,515270,1,174,0,0,2,7,3,34,1000
16,510978,2,248,2,1,5,7,1,27,1700
23,968898,1,213,1,1,3,3,1,31,1000
19,535326,4,474,2,1,2,8,1,21,14140
7,223110,3,355,0,0,4,8,1,23,36826
26,731195,2,297,2,0,4,4,1,26,1000
31,650534,4,480,1,0,5,7,5,18,1000
25,870569,2,225,1,1,4,4,2,31,1000
18,185073,3,322,2,1,5,6,5,26,12647
12,351158,2,287,1,0,2,7,2,28,14709
2,43844,3,301,2,0,2,7,1,31,51117
13,153386,4,462,0,0,4,4,5,20,24404
22,664369,2,209,1,0,3,4,4,27,1000
19,509993,2,253,2,1,5,3,5,29,1000
32,748005,1,190,2,1,4,3,0,33,1000
33,736372,2,272,2,1,5,4,5,27,1000
32,701813,4,464,0,0,3,4,1,18,1000
31,571927,3,377,1,1,3,4,4,22,1000
10,319711,5,500,2,1,4,5,2,18,32113
1,31786,2,214,0,1,3,6,0,31,43767
2,53757,4,486,1,0,5,4,4,20,49312
13,281879,5,474,0,1,2,1,4,17,14746
24,602414,3,409,1,1,2,8,0,21,1000
18,516026,3,383,0,0,3,9,5,22,2278
9,94008,4,461,0,1,4,10,1,19,49925
1,29780,2,287,2,1,2,4,3,27,41826
30,1014785,2,214,1,0,4,5,2,33,1000
33,997240,4,470,2,0,2,3,3,16,1000
7,162098,2,242,0,1,4,4,3,29,21936
12,317333,4,500,0,1,2,3,5,18,17524
34,865607,3,397,1,1,5,2,5,24,1000
3,80990,2,207,2,1,3,8,0,35,45074
33,757583,4,443,2,1,5,7,0,20,1000
13,123371,4,434,0,1,2,3,3,22,23775
2,58658,2,265,2,1,2,6,5,30,38948
23,324899,3,362,0,1,2,4,4,27,1000
15,349149,2,293,2,0,3,2,0,28,3970
24,397702,2,146,2,0,2,3,1,34,1000
29,697673,3,360,1,1,5,5,2,23,1000
4,99010,3,308,0,0,4,5,1,22,39919
25,694104,3,303,1,0,2,4,3,27,1000
1,20612,2,238,0,0,3,2,0,30,37439
10,290506,4,439,2,1,4,3,3,25,23987
5,100461,2,206,2,0,5,2,2,32,25004
4,73278,2,268,2,1,3,6,2,28,39630
5,120197,5,443,0,0,5,5,3,18,42844
23,818443,2,295,0,1,3,3,1,26,1000
5,132970,2,242,1,1,5,6,5,31,28763
32,807355,2,312,1,0,3,7,2,23,1000
33,851364,4,476,0,1,2,7,1,19,1000
8,303336,3,290,0,0,3,4,3,25,16105
17,458787,3,343,1,1,2,2,2,27,1000
17,615580,1,121,0,0,2,7,0,34,1000
28,966289,3,310,1,1,4,2,2,24,1000
29,374187,4,500,1,1,4,9,0,15,7475
13,417659,3,417,1,0,4,7,4,18,14517
1,21624,2,177,2,1,5,3,5,30,33270
1,23383,2,254,0,0,4,5,2,29,42732
30,1119614,2,262,0,0,5,7,5,26,1000
16,268665,3,328,1,1,3,1,2,26,5447
34,1037491,4,451,0,0,3,6,0,17,1000
23,708938,4,500,1,1,5,8,4,16,1000
4,128174,4,480,1,0,3,4,0,18,47222
28,1004301,3,387,0,1,3,4,5,21,1000
34,945636,5,500,0,0,3,8,3,15,1000
24,408232,4,482,0,1,5,4,2,15,1000
23,670475,4,401,2,0,2,6,0,23,1000
18,399896,3,331,2,0,3,5,0,25,7467
21,604887,5,496,0,1,5,3,4,16,1000
15,373064,2,310,0,1,4,10,4,29,13983
30,793389,4,500,0,1,3,4,0,16,1000
27,510008,2,259,1,1,5,3,2,26,1000
24,665832,4,417,0,1,2,5,3,17,1000
33,1197446,2,267,2,1,3,3,5,30,1000
8,197660,2,290,1,0,5,9,1,25,33668
10,197532,4,426,2,0,4,6,2,20,33632
26,641873,3,419,1,0,3,0,1,23,1000
14,429588,3,400,0,1,4,6,4,24,9869
21,741881,3,417,1,0,5,1,4,20,1000
29,877886,4,483,0,1,4,4,0,18,1000
27,801849,1,164,2,0,4,8,4,30,1000
23,1028782,4,446,1,1,4,2,2,19,1000
1,42623,3,419,1,0,4,6,4,20,50390
9,142162,5,500,0,0,4,4,3,13,34205
23,629326,2,280,1,1,4,4,1,27,1000
12,229851,3,378,1,0,3,5,5,21,18844
8,173617,1,189,0,0,5,2,3,32,11454
1,21280,4,472,1,0,3,8,4,17,58368
19,289091,3,360,2,0,3,5,2,27,10146
10,209389,2,186,1,0,2,6,2,31,18618
14,251177,3,391,0,1,3,6,2,20,21104
0,0,5,486,1,1,3,5,5,13,55686
9,278228,2,300,2,1,4,4,3,28,18254
27,701967,4,424,0,1,2,8,0,22,1000
30,1092708,2,250,2,0,2,7,1,26,1000
7,220834,3,332,1,1,4,4,3,25,25789
2,64485,3,323,0,1,2,7,0,23,50718
17,591805,3,315,2,0,2,2,0,30,1000
2,37873,2,253,1,1,3,5,2,30,40824
15,403824,2,242,1,0,2,3,2,28,1000
3,68677,2,307,0,0,4,5,5,28,34702
10,224594,2,292,2,1,5,10,5,30,28394
12,249541,5,500,1,0,2,8,3,17,35160
18,503089,3,371,1,0,5,4,4,24,1000
21,648488,2,296,1,0,4,4,5,29,1000
0,0,4,468,2,0,5,4,1,15,57644
0,0,4,462,2,1,3,4,3,22,55144
22,673137,3,366,0,1,5,4,0,24,1000
6,209102,4,389,0,1,3,2,2,23,29774
0,0,4,446,2,0,4,2,2,20,52418
17,418708,4,500,2,1,5,3,3,16,10208
32,1136789,3,358,2,1,2,8,1,22,1000
7,237074,4,429,0,1,4,6,2,20,35943
10,445628,2,272,2,0,2,7,2,26,14976
9,263786,4,500,0,1,2,3,3,15,26791
14,224360,3,376,1,0,5,7,2,26,23896
34,1075276,4,387,1,0,5,8,1,21,1000
6,139035,4,500,2,1,5,3,0,17,45057
32,1026031,4,500,2,0,2,4,5,17,1000
1,21226,3,362,0,1,3,2,4,24,39562
21,786336,3,299,2,1,3,3,5,26,1000
26,790082,3,457,2,1,4,8,4,20,1000
1,32146,3,373,2,1,5,2,1,25,46493
25,508818,1,229,2,1,2,5,3,30,1000
5,192039,5,500,2,1,4,5,1,14,46344
1,28214,1,169,1,1,3,4,0,34,38011
33,277296,2,203,1,0,2,6,1,31,1000
8,189746,2,249,0,1,2,3,3,27,17834
20,401471,4,500,2,0,2,2,0,13,7879
17,322986,2,236,1,1,3,5,5,31,1000
22,468097,4,436,2,1,5,2,3,20,1000
29,469225,5,500,1,0,5,7,2,14,1000
19,656208,2,282,0,1,4,8,5,28,1000
14,336248,5,500,2,0,3,4,0,15,25311
34,690637,4,487,1,0,2,5,5,15,1000
25,573762,1,161,2,1,4,4,1,30,1000
31,944516,1,206,2,1,4,7,1,35,1000
32,1022057,2,293,2,1,4,6,1,25,1000
1,25579,4,472,1,1,5,6,1,19,59735
27,932029,4,466,0,1,4,5,4,22,1000
13,381550,5,483,2,1,3,5,1,14,22555
25,307606,2,260,2,0,3,5,3,27,1000
26,596404,5,500,0,1,2,5,0,19,1000
1,31326,4,419,2,1,2,3,3,20,47666
14,394899,4,489,2,1,2,6,2,19,20969
26,574414,2,330,1,0,5,4,2,25,1000
23,761373,5,491,1,0,2,6,2,17,1000
25,811078,4,483,2,0,4,6,5,21,1000
33,766254,4,407,0,0,4,5,2,21,1000
8,149475,1,120,0,0,2,3,2,37,13965
10,146627,2,268,1,1,4,3,2,29,19516
7,227593,2,234,0,0,3,4,2,27,20199
23,691019,2,236,1,1,5,3,1,33,1000
7,174698,3,275,1,1,4,6,4,29,29235
14,236578,2,180,2,1,2,3,3,31,5375
23,602876,3,278,2,0,4,3,5,28,1000
2,35846,2,189,0,0,2,5,5,32,32354
34,994712,4,500,0,1,4,3,5,14,1000
14,410289,4,500,0,1,3,6,2,16,19594
10,242259,1,222,0,0,2,7,3,28,16779
20,450794,3,354,2,1,5,8,3,25,4802
5,73465,4,468,1,0,5,3,5,18,39883
25,792277,3,307,0,0,2,6,1,27,1000
18,747972,3,324,1,0,5,7,4,26,1000
10,196653,3,321,0,1,5,2,1,22,18454
7,190623,3,373,2,1,2,7,0,27,40929
27,896174,1,217,2,1,3,7,0,31,1000
31,823271,1,230,2,0,2,3,4,32,1000
17,173059,3,356,0,0,2,5,5,25,10918
7,166794,1,232,1,1,4,2,4,33,14678
18,397296,1,157,2,0,3,6,4,35,1000
2,24427,3,332,0,0,2,8,2,26,51652
24,127106,5,500,1,0,4,3,0,13,17199
15,225059,4,451,0,1,3,6,4,20,21505
26,683224,4,500,0,1,3,8,5,19,1000
23,750458,5,500,1,0,3,8,3,19,1000
4,84243,2,238,1,1,4,2,4,28,26266
20,758508,4,369,1,0,2,6,3,23,1000
20,378470,2,269,1,0,4,3,5,32,1000
14,255806,3,391,1,1,5,4,5,25,14088
8,199240,2,303,1,0,3,6,5,30,21828
17,356675,1,157,2,1,2,7,3,31,1000
7,227414,2,270,0,0,2,8,4,30,25347
5,142746,2,234,0,1,3,3,5,28,21092
29,543003,3,261,2,0,4,2,1,29,1000
21,593165,1,234,0,0,3,6,0,34,1000
14,540819,2,333,0,1,2,6,2,27,2140
1,12782,4,495,0,0,2,7,0,16,62643
8,150849,3,320,0,1,4,9,4,26,35603
0,0,3,415,2,0,4,1,0,23,51367
23,886547,3,363,2,1,2,1,0,26,1000
21,417407,4,453,0,1,4,8,1,17,11471
23,394524,2,312,1,1,3,5,0,29,1000
26,877126,4,456,2,0,5,7,4,20,1000
22,613238,2,246,2,0,5,6,0,31,1000
4,65568,2,238,0,0,4,4,5,33,27577
22,129748,5,452,2,0,2,4,1,15,20332
26,577394,4,440,1,1,5,5,3,21,1000
15,365553,2,254,2,1,3,0,2,31,1000
4,62169,2,242,1,0,3,4,5,28,29310
5,139621,2,273,2,0,2,6,2,32,34273
5,138714,3,363,1,0,5,4,1,23,35887
24,478387,2,299,0,1,4,8,3,30,1000
13,303541,3,314,2,1,3,6,2,27,17619
11,329770,2,236,1,0,3,5,3,27,9250
30,735216,2,254,2,0,2,2,0,31,1000
15,261895,4,356,0,1,4,8,3,18,19850
10,284995,4,429,1,1,2,3,3,23,22384
17,258038,5,500,1,1,2,8,3,13,27494
27,534820,5,500,0,1,5,6,1,19,1000
27,362412,4,483,0,0,3,6,3,19,1000
10,183112,3,410,1,1,4,3,1,17,27259
1,19408,3,367,2,0,2,6,0,26,54805
22,728107,1,220,1,0,2,7,1,31,1000
31,1018336,4,424,1,0,5,5,2,19,1000
25,694118,4,468,2,1,5,7,3,16,1000
11,364580,3,411,0,0,2,5,2,22,18871
10,227340,3,352,0,0,2,8,1,24,30278
3,82106,1,219,1,1,3,7,5,29,32413
24,833400,1,169,0,1,3,9,1,33,1000
18,295278,5,474,1,0,4,6,3,16,19616
29,676371,5,500,1,0,5,6,3,17,1000
3,45501,3,310,1,1,2,4,1,26,42849
20,365911,4,452,0,1,5,4,5,19,1495
32,1043049,4,465,0,1,4,3,4,17,1000
29,862132,4,408,2,1,4,7,3,22,1000
25,1047698,5,465,2,1,2,8,0,17,1000
4,67079,2,217,2,1,5,7,1,29,42129
5,182714,3,349,2,1,5,7,3,25,39201
1,30841,2,278,2,1,5,2,2,28,38324
13,366216,3,371,1,0,2,5,4,22,11372
14,492486,2,264,0,1,5,7,4,30,1000
7,160454,3,413,1,0,5,5,5,19,30045
30,639452,2,252,0,0,2,8,2,31,1000
15,393821,3,384,0,0,2,6,4,22,7097
31,1139803,2,205,2,0,4,6,5,32,1000
24,963685,2,216,2,1,4,5,4,28,1000
9,247640,1,173,0,0,2,2,3,31,6030
33,651397,2,236,2,0,2,5,5,30,1000
17,402393,5,500,1,1,2,4,0,13,15771
1,13481,3,308,1,0,5,5,3,27,45389
28,881467,1,112,1,0,3,6,4,38,1000
21,293868,2,185,0,0,5,6,0,31,1000
4,152941,1,216,1,0,3,5,0,34,31347
5,109179,3,369,2,0,2,8,1,26,47473
3,53924,4,405,1,0,3,6,5,17,45527
21,475816,3,312,0,0,4,7,5,27,1000
15,361204,1,158,0,0,3,4,5,35,1000
22,293213,4,479,2,1,5,10,1,17,22899
12,290778,5,500,0,0,3,8,5,17,28801
20,388550,3,317,1,1,4,3,2,28,1000
5,156929,4,470,0,0,5,4,4,22,36619
28,732862,4,425,2,0,2,4,2,19,1000
12,405001,3,373,2,0,4,4,2,24,13828
10,255370,3,469,1,1,4,8,3,20,32695
6,147320,3,372,0,1,2,6,3,23,36421
19,423565,4,475,0,1,2,1,1,17,1037
33,923383,5,500,1,0,4,4,3,15,1000
29,601168,3,367,2,0,5,9,4,23,1000
6,148424,3,358,2,1,4,5,2,24,36778
10,181060,1,216,0,0,5,3,0,30,15409
29,1007136,5,498,2,0,3,3,0,14,1000
30,850550,1,144,2,1,3,4,4,33,1000
1,19588,5,500,0,1,3,5,0,13,60915
14,313687,1,187,1,0,3,4,3,34,1000
15,346263,4,404,1,0,4,6,2,23,17577
26,392384,5,500,2,1,5,6,0,16,8623
23,532264,3,351,1,1,5,9,0,22,1000
20,901388,5,500,0,0,5,6,1,16,1000
20,633469,4,418,2,0,2,4,0,20,1000
12,301059,3,363,1,1,3,5,5,26,14824
19,641800,2,170,0,0,3,5,0,33,1000
3,110044,1,159,1,1,4,2,0,36,27518
15,386852,3,311,1,1,4,4,0,23,8565
6,108970,4,480,0,1,2,2,3,17,34793
17,453548,3,409,0,0,4,6,2,18,5792
32,1071829,5,500,2,1,3,8,3,15,1000
20,735033,3,279,1,0,5,7,0,27,1000
33,783187,1,181,1,1,5,5,5,31,1000
6,145685,4,500,1,0,4,2,3,20,37488
3,77546,1,180,1,1,3,4,2,32,31156
13,248265,4,413,2,1,5,2,1,20,19566
27,98023,5,500,2,1,3,6,0,17,22142
23,613763,5,500,2,1,2,5,3,17,1000
7,193645,3,360,0,1,5,6,2,26,34209
34,1226108,2,174,2,0,2,3,2,33,1000
6,161860,2,187,2,1,3,2,2,29,20032
12,308877,3,401,0,0,3,6,4,24,17871
19,713960,2,258,0,0,5,4,1,31,1000
34,792017,4,449,1,0,2,2,2,19,1000
18,459810,4,500,1,1,2,4,2,19,7280
18,359534,4,435,1,1,2,7,5,22,10978
19,516583,1,204,1,0,3,3,2,31,1000
30,1268518,2,265,0,1,2,6,0,27,1000
34,767170,2,270,0,0,4,3,2,26,1000
19,86464,2,310,2,1,5,9,4,24,20310
0,0,4,500,1,1,3,7,2,17,64603
29,657075,2,189,2,0,5,6,1,30,1000
21,608536,4,432,0,0,2,4,5,16,1000
22,644626,4,454,1,1,5,3,0,18,1000
17,667906,4,405,1,0,5,5,5,19,1000
25,638638,5,461,2,1,2,7,0,21,1000
1,16726,3,381,1,1,3,7,5,21,49827
19,555181,3,299,1,1,2,5,5,25,1000
2,51491,4,500,2,1,5,6,2,16,57900
31,648886,4,500,0,1,3,3,3,15,1000
12,220172,4,407,2,0,5,4,1,23,26337
10,313528,5,500,2,0,4,2,5,20,21424
21,585134,1,195,0,0,3,2,4,37,1000
25,895912,4,475,2,0,4,2,0,16,1000
0,0,2,217,0,0,2,6,0,26,47493
18,465324,4,453,2,1,3,4,0,15,8516
31,626030,3,363,0,0,5,7,5,23,1000
9,153616,1,150,2,0,5,0,2,36,11598
19,511775,4,475,1,0,3,5,1,20,6203
29,745763,2,197,2,0,5,5,5,30,1000
27,596646,2,261,0,0,4,4,5,28,1000
26,385252,1,131,0,0,2,5,1,35,1000
4,93909,4,500,0,0,2,5,1,18,49596
29,408586,2,283,0,1,2,2,3,29,1000
17,649051,5,500,2,0,4,4,1,14,3212
6,176808,4,500,1,0,5,6,1,18,45902
34,1002679,3,269,1,1,4,3,2,24,1000
34,883894,5,500,2,1,4,4,2,18,1000
13,285999,2,223,0,0,3,6,4,31,9231
19,420735,3,402,1,1,5,5,1,23,5985
20,611301,4,471,0,1,5,3,5,17,1000
28,997941,4,480,1,1,3,8,3,17,1000
17,499183,2,255,0,1,4,7,0,31,2471
0,0,2,239,0,0,5,7,4,30,44698
28,1010611,3,323,1,0,2,5,2,25,1000
32,730566,1,187,2,0,5,6,3,33,1000
12,349751,2,174,1,0,5,8,2,33,12175
0,0,3,400,1,1,5,4,5,22,47395
0,0,3,345,1,1,3,5,5,24,47592
14,303100,3,381,1,1,5,5,3,25,16285
29,635544,4,451,0,1,4,2,2,19,1000
6,148380,3,268,0,0,4,5,2,25,30659
18,417423,2,278,0,0,5,7,1,27,2999
29,630528,3,336,1,1,5,5,2,30,1000
28,644485,4,486,2,0,2,5,2,14,1000
5,123128,1,169,2,0,4,3,1,31,24220
14,309893,5,500,0,0,3,4,2,15,22307
5,191868,5,500,2,0,3,4,0,15,45712
24,738805,2,231,0,0,2,7,4,30,1000
32,1063123,1,177,1,0,2,4,4,32,1000
11,188958,5,450,0,0,4,6,3,17,32929
30,573584,2,202,0,0,5,6,4,35,1000
25,817117,3,301,2,1,2,6,1,27,1000
33,1079247,4,452,1,1,2,4,5,20,1000
0,0,2,340,1,0,5,3,1,29,45951
22,755182,5,500,1,1,3,5,2,21,1000
20,361867,2,162,1,1,2,5,3,31,1000
29,448584,4,409,1,0,2,7,2,22,1000
14,494859,4,500,2,0,4,5,1,17,16118
34,510559,4,400,2,0,5,3,0,18,1000
8,233273,2,199,2,0,5,5,3,29,17964
22,333648,4,420,0,0,5,8,2,19,10081
14,259526,4,456,1,0,3,4,0,15,24412
27,542028,2,202,2,1,2,1,1,32,1000
25,494011,4,468,2,0,5,6,4,18,1000
7,129091,3,376,2,0,5,4,2,25,34259
15,300919,3,382,1,0,5,5,1,22,17167
26,374141,2,268,1,0,4,5,4,27,1000
29,775177,2,232,0,0,2,5,0,29,1000
28,482008,5,500,0,1,5,7,1,18,1000
25,596137,4,432,2,0,5,5,1,19,1000
18,638762,3,367,2,1,4,2,2,23,1000
3,118088,2,224,0,0,5,9,3,31,38093
20,660170,4,476,0,1,5,6,3,24,1000
13,119311,5,500,1,0,4,7,2,13,38461
26,722135,5,500,2,0,4,4,3,20,1000
4,111691,3,363,0,1,5,6,3,25,40387
28,545290,3,380,0,1,4,4,5,23,1000
16,352992,4,463,1,1,2,3,1,18,13232
34,621239,2,269,2,1,2,4,2,29,1000
33,869091,4,475,1,1,3,2,2,19,1000
10,133303,3,366,1,0,3,2,2,23,25480
11,363139,5,500,2,0,3,6,4,16,25259
12,478932,2,273,2,0,5,6,1,31,10035
19,511515,4,465,1,1,5,0,2,19,1000
21,331834,1,202,0,0,4,6,4,34,1000
7,214531,3,335,2,0,4,4,5,23,24349
25,419089,3,423,1,0,4,10,1,22,7409
24,636901,3,323,0,0,5,6,5,23,1000
15,505210,2,281,1,0,4,2,3,31,1000
20,246511,1,170,0,0,5,4,4,32,1000
7,194088,5,500,2,0,3,5,1,15,43534
28,742561,5,500,0,1,4,4,2,18,1000
8,265309,4,500,0,0,5,4,0,17,34540
21,513505,3,370,2,1,3,3,4,25,1000
16,542516,4,476,2,0,4,7,1,16,13725
26,930559,4,474,2,1,4,8,5,19,1000
28,967288,5,491,0,0,5,4,5,16,1000
8,43607,4,418,0,1,3,7,0,22,47149
0,0,1,191,1,1,4,6,4,33,40617
32,550313,2,189,2,0,4,4,3,32,1000
25,471924,3,444,1,0,5,6,1,25,1000
14,421669,4,500,1,1,5,5,1,21,21209
31,439174,3,407,0,0,4,3,0,21,1000
12,173366,2,184,0,1,3,7,5,33,13777
14,338958,3,380,0,0,4,5,2,25,13495
30,800776,3,321,1,0,3,4,2,24,1000
32,791915,4,500,0,1,5,5,2,21,1000
13,341564,1,184,2,1,2,8,0,33,14670
1,29597,5,500,0,1,3,1,1,15,50825
28,608428,3,296,2,0,2,6,5,24,1000
15,378043,2,200,1,0,5,5,2,30,1000
1,21715,4,477,0,1,4,3,5,16,46147
27,759018,4,474,1,1,5,4,5,16,1000
4,115931,2,254,0,0,2,6,4,30,31315
14,191664,4,432,0,1,4,5,2,22,25665
8,197530,2,235,0,1,4,6,4,30,20199
31,839271,2,264,2,1,3,3,2,32,1000
26,471881,3,347,0,1,3,2,0,26,1000
24,1053990,3,324,2,1,2,7,4,24,1000
25,796822,1,159,1,0,5,8,4,35,1000
25,634447,3,359,1,1,2,7,0,21,1000
12,339898,5,500,1,0,3,3,4,17,20294
19,564246,4,441,0,0,5,4,4,18,1000
19,430348,1,203,0,0,3,6,4,32,1000
0,0,1,133,2,0,2,0,4,34,27311
4,61827,4,500,0,1,2,3,3,16,44467
18,383004,3,319,2,1,5,5,5,25,1520
7,150150,2,244,1,1,5,5,3,30,26331
30,435931,3,422,1,0,2,4,4,22,1000
4,108563,2,247,2,1,2,8,4,31,37270
14,431046,2,253,2,0,5,6,3,31,3971
31,959752,4,500,1,0,5,2,2,18,1000
33,839766,5,455,2,0,2,5,0,18,1000
18,458402,4,385,2,0,4,5,3,18,2302
17,297957,4,437,0,0,2,5,3,20,13142
17,301904,4,422,1,0,5,9,2,19,23000
0,0,2,203,2,1,2,4,0,29,45204
1,38919,3,326,0,0,3,3,5,27,37108
33,890592,1,158,2,1,4,5,3,34,1000
0,0,3,393,2,0,4,8,2,24,58984
9,364844,3,397,1,1,5,3,5,22,14361
2,56123,4,479,1,1,2,5,1,20,53785
4,124335,4,469,1,0,2,6,4,14,43469
16,410101,3,369,2,0,2,8,5,23,11596
0,0,4,405,2,1,5,5,2,22,56633
7,180918,2,358,0,1,3,6,4,22,27808
30,987878,2,251,0,0,5,5,4,29,1000
20,533139,3,327,2,0,4,4,3,21,1000
26,638809,2,253,2,0,4,7,3,34,1000
2,26034,2,293,2,1,3,5,4,25,40540
24,623467,4,500,0,0,2,3,5,16,1000
6,143366,4,456,2,1,5,8,0,20,52678
2,51877,5,500,0,0,5,7,4,18,56098
24,384519,4,500,1,1,4,5,2,17,4997
30,573346,3,380,2,0,3,5,0,25,1000
21,412206,2,245,1,1,3,6,4,26,1000
13,348234,5,489,1,1,4,8,5,18,24745
25,645297,1,209,1,0,5,4,4,31,1000
6,119841,3,381,1,0,2,5,3,22,36810
26,593757,4,500,1,1,2,9,5,17,1000
0,0,3,363,2,1,5,6,0,26,58015
22,651366,5,500,1,0,4,7,2,18,1000
7,131171,2,288,2,1,5,3,0,30,30396
13,240172,2,335,1,1,2,8,0,26,25579
8,194550,2,276,0,1,4,3,2,26,20667
14,308193,4,436,2,0,2,8,0,20,28900
27,225336,4,500,2,1,2,5,4,18,6961
5,85489,3,358,2,0,5,7,1,23,46030
21,619868,4,500,1,0,2,5,5,13,1000
17,581268,4,466,2,1,3,5,0,15,8124
28,1017009,3,390,0,1,5,3,4,23,1000
7,195017,1,217,1,0,4,3,2,31,18348
32,704097,2,284,0,0,4,6,2,29,1000
16,361800,3,325,2,1,2,6,4,24,9043
11,365026,1,239,2,1,4,7,1,33,16202
9,244014,1,171,2,1,5,6,5,30,12378
6,147901,2,236,0,1,5,4,3,28,23404
8,187637,1,177,0,0,2,2,2,35,14180
20,356737,2,227,1,0,4,4,1,31,1000
23,1008734,2,244,1,1,3,6,2,30,1000
22,712138,2,206,1,0,2,7,1,28,1000
13,253191,3,384,1,1,5,10,4,24,28219
34,1285152,5,500,0,1,4,6,0,15,1000
19,435731,5,486,2,0,3,6,0,19,15387
5,80524,4,419,2,0,4,9,1,18,54389
29,501384,4,420,2,1,5,4,1,22,1000
23,380899,4,444,2,0,3,7,4,24,4892
2,32754,2,218,0,0,5,6,1,29,41172
33,823804,3,358,2,1,5,5,4,25,1000
23,981124,4,500,2,1,4,5,3,20,1000
31,845221,1,186,0,1,3,5,2,31,1000
3,92858,2,217,0,0,2,3,4,30,26714
15,505079,2,248,0,0,4,1,4,28,1000
26,1017303,2,223,1,1,4,7,0,30,1000
3,66105,4,407,0,0,4,2,3,21,39060
14,214320,1,123,2,0,4,6,5,31,4454
33,1133494,4,393,2,0,5,10,4,22,1000
30,333598,4,447,0,0,3,4,1,21,1000
22,332148,3,331,0,1,4,4,1,25,1000
24,598495,3,408,2,1,2,6,5,22,1000
4,112809,3,399,2,1,2,2,2,22,38542
20,712378,1,184,2,1,4,5,1,32,1000
2,49610,2,149,1,1,2,8,2,32,40739
1,23121,4,418,0,0,2,5,1,20,53036
13,265792,3,390,1,0,4,6,2,22,20431
6,176717,2,228,1,0,3,6,1,32,29038
28,398182,1,157,0,0,4,1,5,33,1000
34,798080,4,461,1,1,4,5,5,19,1000
14,148952,2,220,1,1,5,4,5,32,10407
18,461000,3,388,1,0,3,3,1,21,1000
14,577602,1,104,2,1,5,2,2,37,1000
31,723821,1,117,2,1,4,8,5,33,1000
27,983237,4,456,0,1,4,5,1,21,1000
27,691988,3,364,1,0,4,7,1,27,1000
20,468060,4,446,1,0,5,9,2,20,11081
17,583937,4,500,1,0,2,3,5,15,1000
22,290936,3,271,0,1,2,6,0,27,4302
22,598869,4,406,0,0,5,4,2,23,1000
11,129909,2,308,2,1,2,5,3,27,24523
19,528173,5,500,1,1,5,3,5,12,1000
18,611206,2,253,1,1,5,1,3,32,1000
5,147187,3,335,0,1,3,9,3,28,42495
9,242520,2,232,0,0,2,8,5,31,19791
29,414779,3,344,2,1,4,4,2,20,1000
12,424290,2,303,0,0,3,4,3,23,4209
30,912875,5,500,0,0,2,3,3,13,1000
11,253707,4,468,0,1,2,4,0,19,28890
15,391873,5,500,0,0,3,2,4,12,6689
21,540833,4,462,2,1,3,5,0,16,3482
30,476411,3,347,1,0,3,5,1,23,1000
25,764308,3,372,2,1,3,6,3,22,1000
6,223188,2,339,0,0,3,5,2,26,28873
5,106891,2,215,2,1,3,8,0,31,40663
17,330655,5,500,1,1,2,7,5,11,18787
1,39870,3,348,1,1,5,4,2,26,45839
2,41557,3,283,1,0,3,5,5,27,37923
18,533300,1,181,0,0,3,5,1,31,1000
17,373322,4,473,1,1,5,4,1,23,13007
22,562822,1,238,2,1,2,5,3,35,1000
30,441820,3,300,0,1,5,5,0,29,1000
9,115598,4,410,0,1,2,8,0,17,44098
26,688754,1,141,1,1,3,4,4,34,1000
9,132759,4,457,1,0,3,5,5,18,32712
31,1310202,4,394,0,0,3,5,5,21,1000
8,239506,4,420,1,0,4,4,5,20,26290
6,169816,3,384,0,1,3,4,2,21,33883
5,119520,3,368,1,1,3,2,2,20,32700
15,316337,3,346,2,1,3,5,4,26,10598
